index,peoplepower21_url,name,experience,블로그,트위터,페이스북,party,소속위원회,지역,성별,대수,당선횟수,당선방법,MEMBER_NO
주철현+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1134,주철현,"여수시장,더불어민주당 여수갑지역위원장",https://blog.naver.com/jjwc306,,https://www.facebook.com/yeosuJCH,더불어민주당,농림축산식품해양수산위원회,전남 여수시갑,남,제21대,초선,지역구,2100000000263
주호영+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=461,주호영,"제20대 국회의원(4선),초대 특임장관",http://www.joohoyoung.or.kr/,sangtoil,https://www.facebook.com/sangtoil,국민의힘,과학기술정보방송통신위원회,대구 수성구갑,남,제21대,5선,지역구,2100000000264
진선미+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=829,진선미,"여성가족부 장관,제20대 국회의원",https://blog.naver.com/smjingogo,sunmee_Jin,https://www.facebook.com/smjingogo,더불어민주당,정무위원회,서울 강동구갑,여,제21대,3선,지역구,2100000000266
진성준+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=841,진성준,"서울특별시 정무부시장,제19대 국회의원",https://blog.naver.com/theminjoohotjjoon,jinsungjoon,https://www.facebook.com/hotjjoon,더불어민주당,국토교통위원회,서울 강서구을,남,제21대,재선,지역구,2100000000267
천준호+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1047,천준호,"더불어민주당 강북갑 지역위원장,박원순 서울시장 비서실장",https://blog.naver.com/junocheon,juno3355,https://www.facebook.com/juno3355,더불어민주당,국토교통위원회,서울 강북구갑,남,제21대,초선,지역구,2100000000268
최기상+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1052,최기상,"더불어민주당 정책위원회 부의장,서울중앙지방법원 부장판사",https://blog.naver.com/gisang2020,,https://www.facebook.com/gisang2020,더불어민주당,법제사법위원회,서울 금천구,남,제21대,초선,지역구,2100000000270
최인호+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=901,최인호,"제20대 국회의원,대통령 비서실 국내언론비서관",http://blog.naver.com/cih1966,LoveSahagu,https://www.facebook.com/LoveSaha,더불어민주당,농림축산식품해양수산위원회,부산 사하구갑,남,제21대,재선,지역구,2100000000273
최종윤+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1113,최종윤,"서울특별시 정무수석 비서관,단국대학교 겸임교수",https://blog.naver.com/cjyjjw,,https://www.facebook.com/cjy610,더불어민주당,보건복지위원회,경기 하남시,남,제21대,초선,지역구,2100000000274
최춘식+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1119,최춘식,"미래통합당 경기도당부위원장,경기도의회의원",https://blog.naver.com/cschoi01,,https://www.facebook.com/cschoi2018,국민의힘,행정안전위원회,경기 포천시가평군,남,제21대,초선,지역구,2100000000275
최형두+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1145,최형두,"국회 대변인,청와대 홍보기획비서관",https://blog.naver.com/choihd,SmartMasan,https://www.facebook.com/hd.choi,국민의힘,문화체육관광위원회,경남 창원시마산합포구,남,제21대,초선,지역구,2100000000276
추경호+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=912,추경호,"달성군 국회의원,기획재정부 1차관",http://blog.naver.com/khchoo1224,,https://www.facebook.com/ChooKyungho,국민의힘,기획재정위원회,대구 달성군,남,제21대,재선,지역구,2100000000278
태영호+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1056,태영호,"영국주재 북한 대사관 공사,대한민국 국가안보전략연구원 자문연구위원",https://thaeyongho.com/en/welcome-to-my-blog-2/,Thaeyongho,https://www.facebook.com/TaeKuMinGangNam,국민의힘,외교통일위원회,서울 강남구갑,남,제21대,초선,지역구,2100000000279
하영제+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1147,하영제,"농림수산식품부 제2차관,산림청장",https://blog.naver.com/hayoungje810,,https://www.facebook.com/hayoungje810,국민의힘,국토교통위원회,경남 사천시남해군하동군,남,제21대,초선,지역구,2100000000280
하태경+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=727,하태경,"새로운보수당 책임대표,제20대 국회의원",http://www.radiohaha.net/,taekyungh,https://www.facebook.com/radiohahapage,국민의힘,국방위원회,부산 해운대구갑,남,제21대,3선,지역구,2100000000281
한기호+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=693,한기호,"18.19대 국회의원,새누리당 강원도당 위원장",https://blog.naver.com/nombo1,,https://www.facebook.com/hankiho,국민의힘,국방위원회,강원 춘천시철원군화천군양구군을,남,제21대,3선,지역구,2100000000282
한병도+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=474,한병도,"문재인정부 대통령 비서실 정무수석비서관,문재인 대통령 외교(이라크 특임) 특별보좌관",,yesiksan,https://www.facebook.com/hbd7851,더불어민주당,국토교통위원회,전북 익산시을 ,남,제21대,재선,지역구,2100000000284
한정애+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=835,한정애,"강서구병 국회의원,더불어민주당 정책위원회 수석부의장",https://www.hanjeoungae.com/,dudehowru,https://www.facebook.com/jeongae.han,더불어민주당,행정안전위원회,서울 강서구병,여,제21대,3선,지역구,2100000000285
한준호+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1107,한준호,"문재인정부 대통령비서실 국민소통수석실 행정관,MBC 문화방송 아나운서",https://blog.naver.com/juno_news,juno_news,https://www.facebook.com/hanjuno.news,더불어민주당,국토교통위원회,경기 고양시을,남,제21대,초선,지역구,2100000000286
허영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1121,허영,"더불어민주당 강원도당위원장,박원순 서울시장 비서실장 및 정무수석",http://blog.naver.com/ramman,doingbeing,https://www.facebook.com/doingbeing,더불어민주당,국토교통위원회,강원 춘천시철원군화천군양구군갑,남,제21대,초선,지역구,2100000000287
허종식+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1076,허종식,"인천광역시 균형발전정무부시장,더불어민주당 동구미추홀구갑지역위원장",https://blog.naver.com/jongsyy,,https://www.facebook.com/heojongsik,더불어민주당,보건복지위원회,인천 동구미추홀구갑,남,제21대,초선,지역구,2100000000289
홍기원+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1104,홍기원,"청와대 국가안보실 정책자문위원,터키 이스탄불 총영사",https://blog.naver.com/flyhong21,,https://www.facebook.com/hongkw.win,더불어민주당,국토교통위원회,경기 평택시갑,남,제21대,초선,지역구,2100000000290
홍문표+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=477,홍문표,"국회예산결산특별위원회 위원장,국회교육위원회 위원장",https://blog.naver.com/mphong336,mphonglove,https://www.facebook.com/munpyo.hong,국민의힘,농림축산식품해양수산위원회,충남 홍성군예산군,남,제21대,4선,지역구,2100000000291
홍석준+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1073,홍석준,"계명대학교 특임교수,대구광역시 경제국장",https://blog.naver.com/joon15,,https://www.facebook.com/dalseojoon15,국민의힘,과학기술정보방송통신위원회,대구 달서구갑,남,제21대,초선,지역구,2100000000292
홍성국+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1092,홍성국,"미래에셋대우 대표이사 사장,더불어민주당 경제대변인",https://blog.naver.com/hong2240,,https://www.facebook.com/sejonghsk,더불어민주당,정무위원회,세종특별자치시갑,남,제21대,초선,지역구,2100000000293
홍영표+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=680,홍영표,"더불어민주당 원내대표,국회 환경노동위원회 위원장",https://blog.naver.com/youngvote814,YoungpyoHong,https://www.facebook.com/ypbupyeong,더불어민주당,국방위원회,인천 부평구을,남,제21대,4선,지역구,2100000000294
홍익표+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=708,홍익표,"국회의원(제19대.20대),더불어민주당 수석대변인",http://blog.naver.com/peace_hong,peace_hong,https://www.facebook.com/peacehong,더불어민주당,과학기술정보방송통신위원회,서울 중구성동구갑,남,제21대,3선,지역구,2100000000295
홍정민+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1108,홍정민,"삼성경제연구소 수석연구원,로스토리법률사무소 대표변호사",https://blog.naver.com/waytohong,,https://www.facebook.com/waytohong,더불어민주당,산업통상자원중소벤처기업위원회,경기 고양시병,여,제21대,초선,지역구,2100000000296
홍준표+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=269,홍준표,"제19대 대통령선거 자유한국당 후보,자유한국당 대표",https://blog.naver.com/jphong803,,https://www.facebook.com/joonpyohong21,국민의힘,산업통상자원중소벤처기업위원회,대구 수성구을,남,제21대,5선,지역구,2100000000297
황보승희+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1061,황보승희,"부산광역시의회의원(6/7대),부산광역시의회 경제문화위원장",https://blog.naver.com/ven76,,https://www.facebook.com/hbsh76,국민의힘,과학기술정보방송통신위원회,부산 중구영도구,여,제21대,초선,지역구,2100000000298
황운하+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1087,황운하,"대전지방경찰청장,대전중부경찰서장",https://blog.naver.com/unhah,,https://www.facebook.com/unha.hwang,더불어민주당,산업통상자원중소벤처기업위원회,대전 중구,남,제21대,초선,지역구,2100000000299
황희+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=892,황희,"노무현 대통령비서실 청와대 행정관,대통령직속4차위 스마트시티특위 위원",http://blog.naver.com/hwanghee67,,https://www.facebook.com/sebhwang,더불어민주당,과학기술정보방송통신위원회,서울 양천구갑,남,제21대,재선,지역구,2100000000300
강민정+열린민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1192,강민정,"서울시교육청 혁신학교운영위원회 위원장,중학교 교사",https://blog.naver.com/kmgedu21,,https://www.facebook.com/profile.php?id=100005179623842,열린민주당,교육위원회,비례대표,여,제21대,초선,비례대표,2100000000005
강은미+정의당,https://watch.peoplepower21.org/?mid=Member&member_seq=1187,강은미,"광주광역시의원,정의당 부대표",https://blog.naver.com/em7086,,https://www.facebook.com/eunmi7086,정의당,환경노동위원회,비례대표,여,제21대,초선,비례대표,2100000000008
권은희+국민의당,https://watch.peoplepower21.org/?mid=Member&member_seq=864,권은희,"국회의원,국민의당 최고위원",https://blog.naver.com/kehsuda,,https://www.facebook.com/kwoneh0215,국민의당,정무위원회,비례대표,여,제21대,3선,비례대표,2100000000019
권인숙+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1170,권인숙,"명지대학교 방목기초교육대학 교수,한국여성정책연구원장",https://blog.naver.com/iskwon317,Insook_Kwon,https://www.facebook.com/insook.kwon.31,더불어민주당,교육위원회,비례대표,여,제21대,초선,비례대표,2100000000020
김경만+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1169,김경만,"중소기업중앙회 경제정책본부장,국세청소통과혁신분과위원장",,,https://www.facebook.com/profile.php?id=100049429267021,더불어민주당,산업통상자원중소벤처기업위원회,비례대표,남,제21대,초선,비례대표,2100000000023
김병주+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1179,김병주,"한미연합사 부사령관,더불어민주당 정책위 부의장",,,,더불어민주당,국방위원회,비례대표,남,제21대,초선,비례대표,2100000000037
김예지+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1160,김예지,"유니온 앙상블 예술감독,한국장애예술인협회 이사",,,,국민의힘,문화체육관광위원회,비례대표,여,제21대,초선,비례대표,2100000000054
김의겸+열린민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1194,김의겸,"(전)청와대 대변인,(전)한겨레신문 논설위원",,kyummy63,https://www.facebook.com/100000329595989,열린민주당,문화체육관광위원회,비례대표,남,제21대,초선,비례대표,2100000000301
김홍걸+무소속,https://watch.peoplepower21.org/?mid=Member&member_seq=1181,김홍걸,민족화해협력범국민협의회 대표상임의장,https://blog.naver.com/hgkm615,hgk615,https://www.facebook.com/profile.php?id=100011622342253,무소속,외교통일위원회,비례대표,남,제21대,초선,비례대표,2100000000073
류호정+정의당,https://watch.peoplepower21.org/?mid=Member&member_seq=1185,류호정,"정의당 IT산업노동특별위원장,정의당 경기도당 여성위원장",https://blog.naver.com/hovan9289,,https://www.facebook.com/newhojeong,정의당,산업통상자원중소벤처기업위원회,비례대표,여,제21대,초선,비례대표,2100000000081
박대수+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1159,박대수,"한국노총 25,26대 상임부위원장,한국노총 서울지역본부 16,17,18대 의장",https://blog.naver.com/pds0830,,https://www.facebook.com/pds0830,국민의힘,환경노동위원회,비례대표,남,제21대,초선,비례대표,2100000000089
배진교+정의당,https://watch.peoplepower21.org/?mid=Member&member_seq=1188,배진교,"정의당 평화본부 공동본부장,인천광역시 남동구청장",https://blog.naver.com/bjg21,,https://www.facebook.com/baejingyo,정의당,정무위원회,비례대표,남,제21대,초선,비례대표,2100000000111
서정숙+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1165,서정숙,"제9대 한국여약사회 회장,제7대 서울특별시의원",https://blog.naver.com/suhjs25,suhjs52,https://www.facebook.com/suhjs52,국민의힘,보건복지위원회,비례대표,여,제21대,초선,비례대표,2100000000123
신원식+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1157,신원식,"합동참모본부 합동참모차장,육군 수도방위사령관",,,https://www.facebook.com/shin.general.58,국민의힘,국방위원회,비례대표,남,제21대,초선,비례대표,2100000000137
신현영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1168,신현영,"대한의사협회 대변인,한국여자의사회 법제이사",https://shy21.com/,shy740,https://www.facebook.com/shy740,더불어민주당,보건복지위원회,비례대표,여,제21대,초선,비례대표,2100000000139
양경숙+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1184,양경숙,"한국재정정책연구원 원장,더불어민주당 전국여성위원회 부위원장",https://blog.naver.com/jongroyang,,https://www.facebook.com/yanggyeongsug,더불어민주당,기획재정위원회,비례대표,여,제21대,초선,비례대표,2100000000145
양이원영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1176,양이원영,"에너지전환포럼 사무처장,환경운동연합에너지국처장",http://yangyi.kr/,,https://www.facebook.com/yangyi.assembly,더불어민주당,산업통상자원중소벤처기업위원회,비례대표,여,제21대,초선,비례대표,2100000000148
양정숙+무소속,https://watch.peoplepower21.org/?mid=Member&member_seq=1182,양정숙,"대한변호사협회 인권위원,더불어민주당 법률위원회 부위원장",,,,무소속,과학기술정보방송통신위원회,비례대표,여,제21대,초선,비례대표,2100000000149
용혜인+기본소득당,https://watch.peoplepower21.org/?mid=Member&member_seq=1172,용혜인,"기본소득당 원내대표,경기도기본소득위원회 위원,2020 대한민국 기본소득 박람회 조직위원회 대변인",https://blog.naver.com/yong_hyein,yong_hyein,https://www.facebook.com/yonghyein,기본소득당,기획재정위원회,비례대표,여,제21대,초선,비례대표,2100000000156
유정주+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1177,유정주,"(사)한국애니메이션 산업협회 회장,대통령소속지식재산위원회민간위원",,,https://www.facebook.com/profile.php?id=100002051835405,더불어민주당,문화체육관광위원회,비례대표,여,제21대,초선,비례대표,2100000000165
윤미향+무소속,https://watch.peoplepower21.org/?mid=Member&member_seq=1174,윤미향,"일본군성노예제해결정의기억연대 이사장,전쟁과여성인권박물관 관장",https://blog.naver.com/mhyang530,MeehyangYoon,https://www.facebook.com/mhyang530,무소속,환경노동위원회,비례대표,여,제21대,초선,비례대표,2100000000169
윤주경+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1150,윤주경,"독립기념관 관장,대통령소속 국민대통합위원회 위원",,,,국민의힘,정무위원회,비례대표,여,제21대,초선,비례대표,2100000000176
윤창현+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1151,윤창현,"한국금융연구원장,공적자금관리위원회 민간위원장",,,,국민의힘,정무위원회,비례대표,남,제21대,초선,비례대표,2100000000178
이동주+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1171,이동주,"한국중소상인 자영업자총연합회 부회장,중소벤처기업부정책기획위원",,,,더불어민주당,산업통상자원중소벤처기업위원회,비례대표,남,제21대,초선,비례대표,2100000000188
이수진+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1053,이수진,"수원지방법원 부장판사,대법원 재판연구관",https://blog.naver.com/sujinleehope,,https://www.facebook.com/leesujin.hope,더불어민주당,환경노동위원회,비례대표,여,제21대,초선,비례대표,2100000000197
이영+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1162,이영,"(사)한국여성벤처협회 회장,한국저작권보호원 이사",http://blog.naver.com/futurekorea20,,,국민의힘,행정안전위원회,비례대표,여,제21대,초선,비례대표,2100000000200
이은주+정의당,https://watch.peoplepower21.org/?mid=Member&member_seq=1189,이은주,"정의당 시민을위한공공기관특별위원장,서울지하철노조 정책실장",,,https://www.facebook.com/profile.php?id=100044132889054,정의당,행정안전위원회,비례대표,여,제21대,초선,비례대표,2100000000208
이종성+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1153,이종성,"사)한국지체장애인협회 사무총장,한국장애인고용공단 비상임이사",,,https://www.facebook.com/jongseong.i,국민의힘,보건복지위원회,비례대표,남,제21대,초선,비례대표,2100000000214
이태규+국민의당,https://watch.peoplepower21.org/?mid=Member&member_seq=955,이태규,"국민의당 최고위원,제20대 국회의원",http://ltk2016635.blog.me,,https://www.facebook.com/leetkgo,국민의당,외교통일위원회,비례대표,남,제21대,재선,비례대표,2100000000219
장혜영+정의당,https://watch.peoplepower21.org/?mid=Member&member_seq=1186,장혜영,"정의당 미래정치특별위원장,다큐멘터리 감독",,,https://www.facebook.com/serious.hyeyeong,정의당,기획재정위원회,비례대표,여,제21대,초선,비례대표,2100000000232
전용기+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1183,전용기,"더불어민주당 전국대학생위원장,UN해비타트한국위원회전문위원",,,https://www.facebook.com/jeun.younggi,더불어민주당,문화체육관광위원회,비례대표,남,제21대,초선,비례대표,2100000000234
전주혜+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1164,전주혜,"서울중앙지방법원 부장판사,한국여성변호사회 부회장",https://blog.naver.com/jhjoy827,,,국민의힘,법제사법위원회,비례대표,여,제21대,초선,비례대표,2100000000236
정경희+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1156,정경희,"국사편찬위원,영산대학교 교수",,,,국민의힘,교육위원회,비례대표,여,제21대,초선,비례대표,2100000000239
정운천+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1014,정운천,"농림수산식품부 장관,미래한국당 최고위원",https://blog.naver.com/jeonjujeong,gbs2008,https://www.facebook.com/gbs2008,국민의힘,기획재정위원회,비례대표,남,제21대,재선,비례대표,2100000000242
정필모+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1175,정필모,"KBS 부사장,KBS 경제전망대 및 미디어인사이드 앵커",http://blog.naver.com/pmjung58,,,더불어민주당,과학기술정보방송통신위원회,비례대표,남,제21대,초선,비례대표,2100000000251
조명희+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1158,조명희,"국가과학기술위원회 위원,경북대학교 항공위성시스템학과 교수",https://blog.naver.com/mhjo7312,,https://www.facebook.com/mhjo7312,국민의힘,국방위원회,비례대표,여,제21대,초선,비례대표,2100000000254
조수진+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1154,조수진,"동아일보 논설위원,동아일보 부장",https://blog.naver.com/assembly2020,,https://www.facebook.com/chosujin2020,국민의힘,법제사법위원회,비례대표,여,제21대,초선,비례대표,2100000000255
조정훈+시대전환,https://watch.peoplepower21.org/?mid=Member&member_seq=1173,조정훈,"세계은행 우즈베키스탄 사무소 대표,대통령직속 북방경제협력위원회 위원",,,https://www.facebook.com/junghun.cho.988,시대전환,산업통상자원중소벤처기업위원회,비례대표,남,제21대,초선,비례대표,2100000000260
조태용+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1155,조태용,"외교부 1차관,국가안보실 1차장",https://blog.naver.com/ty709ho,,https://www.facebook.com/tycho829,국민의힘,외교통일위원회,비례대표,남,제21대,초선,비례대표,2100000000261
지성호+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1161,지성호,"NAUH(나우) 대표이사,2018 미국무부 초청 차세대지도자과정 IVLP 수료",,,,국민의힘,외교통일위원회,비례대표,남,제21대,초선,비례대표,2100000000265
최강욱+열린민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1191,최강욱,"대통령비서실 공직기강 비서관,방송문화진흥회 이사",,,https://www.facebook.com/choe420,열린민주당,법제사법위원회,비례대표,남,제21대,초선,비례대표,2100000000269
최승재+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1163,최승재,"소상공인 연합회 회장,전국소상공인살리기운동본부 대표",https://blog.naver.com/joynet1234,,https://www.facebook.com/choisj2284,국민의힘,산업통상자원중소벤처기업위원회,비례대표,남,제21대,초선,비례대표,2100000000271
최연숙+국민의당,https://watch.peoplepower21.org/?mid=Member&member_seq=1190,최연숙,"(사)대한간호협회 대구광역시병원간호사회 회장,계명대학교 동산병원 간호부원장",https://blog.naver.com/cysook915,,,국민의당,보건복지위원회,비례대표,여,제21대,초선,비례대표,2100000000272
최혜영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1178,최혜영,"강동대학교 사회복지행정과 교수,한국장애인식개선교육센터이사장",https://blog.naver.com/chy-647,,,더불어민주당,보건복지위원회,비례대표,여,제21대,초선,비례대표,2100000000277
한무경+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1152,한무경,"한국여성경제인협회장,효림그룹 회장",,,,국민의힘,산업통상자원중소벤처기업위원회,비례대표,여,제21대,초선,비례대표,2100000000283
허은아+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1167,허은아,"한국이미지전략연구소 소장,경일대학교 교수",https://blog.naver.com/eunaher21,yerago,https://www.facebook.com/hereuna,국민의힘,과학기술정보방송통신위원회,비례대표,여,제21대,초선,비례대표,2100000000288
